sep=;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2024-05-01;551,00;553,00;566,00;568,00;548,00;554,00;556,004;10889;6054323;325;
2024-04-30;562,00;564,00;525,00;564,00;519,00;562,00;549,107;77207;42394773,5;1199;
2024-04-29;528,00;530,00;525,00;531,00;525,00;529,00;529,139;11989;6344240,5;286;
2024-04-26;527,00;529,00;521,00;530,00;521,00;525,00;525,673;12520;6581866,5;316;
2024-04-25;522,00;524,00;531,00;538,00;522,00;522,00;530,712;16398;8702645;388;
2024-04-24;532,00;534,00;531,00;535,00;525,00;532,00;531,278;16302;8661005;441;
2024-04-23;526,00;528,00;519,00;528,00;519,00;524,00;525,187;10276;5396800;316;
2024-04-22;520,00;522,00;517,00;523,00;517,00;523,00;520,09;13145;6836716,5;327;
2024-04-19;514,00;516,00;516,00;516,00;510,00;514,00;513,094;10595;5435957,5;301;
2024-04-18;514,00;516,00;512,00;516,00;510,00;515,00;513,107;10695;5487675;301;
2024-04-17;511,00;513,00;513,00;520,00;512,00;512,00;514,923;22173;11424952,5;433;
2024-04-16;512,00;514,00;514,00;517,00;511,00;513,00;513,726;17864;9177398,5;389;
2024-04-15;515,00;517,00;518,00;521,00;513,00;514,00;517,232;20028;10348164;457;
2024-04-12;518,00;519,00;526,00;532,00;518,00;518,00;524,207;25752;13496683;606;
2024-04-11;523,00;525,00;538,00;538,00;522,00;522,00;527,531;29407;15512684,5;641;
2024-04-10;543,00;544,00;545,00;547,00;538,00;543,00;541,996;12532;6793055;338;
2024-04-09;538,00;540,00;539,00;543,00;538,00;538,00;539,835;20844;11263548;458;
2024-04-08;538,00;539,00;533,00;542,00;532,00;537,00;537,764;67619;36379119;659;
2024-04-05;529,00;531,00;530,00;531,00;523,00;529,00;527,542;15146;7990031;357;
2024-04-04;531,00;533,00;538,00;542,00;528,00;532,00;533,782;17638;9413299;372;
2024-04-03;538,00;539,00;537,00;541,00;532,00;539,00;536,757;15174;8145368,5;435;
2024-04-02;540,00;541,00;532,00;542,00;532,00;539,00;536,479;20487;10990853;460;
2024-03-27;532,00;534,00;523,00;534,00;523,00;532,00;530,425;10664;5656455;301;
2024-03-26;524,00;525,00;533,00;533,00;523,00;523,00;524,998;11847;6219632;284;
2024-03-25;527,00;528,00;527,00;531,00;525,00;527,00;527,526;12326;6502405,5;310;
2024-03-22;526,00;528,00;524,00;531,00;522,00;527,00;526,663;13270;6989571,5;325;
2024-03-21;524,00;526,00;526,00;531,00;522,00;524,00;525,171;13159;6910111;305;
2024-03-20;523,00;524,00;521,00;530,00;521,00;525,00;524,728;16903;8869713;305;
2024-03-19;525,00;527,00;522,00;527,00;521,00;525,00;523,702;12688;6644893;287;
2024-03-18;524,00;526,00;528,00;530,00;523,00;524,00;525,452;8281;4351265;216;
2024-03-15;527,00;528,00;523,00;528,00;519,00;524,00;523,19;24167;12643284,5;417;
2024-03-14;523,00;525,00;529,00;533,00;522,00;523,00;525,75;14521;7635327;426;
2024-03-13;529,00;531,00;526,00;530,00;521,00;529,00;526,912;10910;5748769;289;
2024-03-12;523,00;524,00;521,00;526,00;518,00;522,00;521,50;15153;7902075,5;409;
2024-03-11;521,00;523,00;529,00;533,00;521,00;522,00;525,001;22014;11557803;471;
2024-03-08;533,00;534,00;537,00;539,00;530,00;531,00;533,30;14796;7890708;421;
2024-03-07;538,00;540,00;530,00;542,00;530,00;537,00;536,411;19790;10615785;470;
2024-03-06;530,00;532,00;523,00;544,00;521,00;530,00;533,469;32725;17458588,5;813;
2024-03-05;524,00;525,00;536,00;538,00;518,00;523,00;527,079;40350;21281491;911;
2024-03-04;539,00;541,00;553,00;573,00;528,00;538,00;539,857;80138;43259883,5;1474;
2024-03-01;571,00;573,00;592,00;597,00;559,00;565,00;572,389;43145;24722524;903;
2024-02-29;592,00;594,00;587,00;596,00;586,00;591,00;591,133;35994;21276918;390;
2024-02-28;587,00;589,00;589,00;593,00;586,00;587,00;588,29;7716;4538966,5;253;
2024-02-27;588,00;589,00;590,00;591,00;582,00;588,00;587,903;13701;8054724;316;
2024-02-26;589,00;590,00;577,00;591,00;570,00;590,00;582,392;26841;15632370;517;
2024-02-23;570,00;573,00;568,00;577,00;565,00;572,00;572,581;22800;13054838;383;
