sep=;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2023-12-11;;;35,94;35,94;35,72;35,80;35,814;1987;71162,76;7;
2023-12-08;35,50;;;;;34,68;;;;0;
2023-12-07;;;;;;34,68;;;;0;
2023-12-06;;;;;;34,68;;;;0;
2023-12-05;;;;;;34,68;;;;0;
2023-12-04;;;;;;34,68;;;;0;
2023-12-01;;;;;;34,68;;;;0;
2023-11-30;;;34,68;34,68;34,68;34,68;34,68;500;17340;2;
2023-11-29;;;;;;34,50;;;;0;
2023-11-28;;;;;;34,50;;;;0;
2023-11-27;;;34,82;34,82;34,50;34,50;34,536;6304;217713,28;22;
2023-11-24;;;34,70;34,70;34,70;34,70;34,70;449;15580,3;1;
2023-11-23;;;;;;33,64;;;;0;
2023-11-22;;;33,64;33,64;33,64;33,64;33,64;4000;134560;6;
2023-11-21;;;;;;35,00;;;;0;
2023-11-20;;;;;;35,00;;;;0;
2023-11-17;;;;;;35,00;;;;0;
2023-11-16;;;;;;35,00;;;;0;
2023-11-15;;;;;;35,00;;;;0;
2023-11-14;;;;;;35,00;;;;0;
2023-11-13;;;34,60;35,20;34,60;35,00;35,061;28000;981718,8;73;
2023-11-10;34,60;;34,24;34,86;34,24;34,60;34,615;39523;1368068,26;134;
2023-11-09;;;;;;34,02;;;;0;
2023-11-08;;;34,02;34,02;34,02;34,02;34,02;713;24256,26;1;
2023-11-07;;;35,06;35,06;35,06;35,06;35,06;165;5784,9;1;
2023-11-06;;;;;;35,70;;;;0;
2023-11-03;;;35,70;35,70;35,70;35,70;35,70;165;5890,5;1;
2023-11-02;;;34,30;34,30;33,94;33,94;34,09;2500;85225,6;5;
2023-11-01;;;34,08;34,50;34,00;34,50;34,031;4005;136292,5;3;
2023-10-31;;;;;;35,92;;;;0;
2023-10-30;;;;;;35,92;;;;0;
2023-10-27;;;;;;35,92;;;;0;
2023-10-26;;;35,92;35,92;35,92;35,92;35,92;1500;53880;1;
2023-10-25;;;;;;35,70;;;;0;
